JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName|NVEs|ToTSusT
14|14|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:07:35|00:07:23|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v26|normal|0|14|8|00:00:00
15|15|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:07:40|00:07:28|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v27|normal|0|15|8|00:00:00
56|56|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:07:41|00:07:27|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v68|normal|0|56|8|00:00:00
8|8|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:07:44|00:07:42|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v20|normal|0|8|8|00:00:00
57|57|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:15|2021-01-01T00:07:48|00:07:33|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v69|normal|0|57|8|00:00:00
4|4|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:07:49|00:07:47|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v16|normal|0|4|8|00:00:00
41|41|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:07:50|00:07:36|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v53|normal|0|41|8|00:00:00
45|45|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:07:52|00:07:38|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v57|normal|0|45|8|00:00:00
24|24|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:07:52|00:07:40|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v36|normal|0|24|8|00:00:00
47|47|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:07:56|00:07:42|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v59|normal|0|47|8|00:00:00
18|18|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:08:09|00:07:57|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v30|normal|0|18|8|00:00:00
55|55|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:08:16|00:08:02|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v67|normal|0|55|8|00:00:00
11|11|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:08:24|00:08:22|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v23|normal|0|11|8|00:00:00
42|42|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:08:27|00:08:13|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v54|normal|0|42|8|00:00:00
26|26|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:08:36|00:08:24|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v38|normal|0|26|8|00:00:00
39|39|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:08:36|00:08:23|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v51|normal|0|39|8|00:00:00
36|36|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:08:40|00:08:27|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v48|normal|0|36|8|00:00:00
32|32|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:08:41|00:08:28|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v44|normal|0|32|8|00:00:00
44|44|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:08:43|00:08:29|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v56|normal|0|44|8|00:00:00
53|53|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:08:48|00:08:34|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v65|normal|0|53|8|00:00:00
43|43|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:09:04|00:08:50|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v55|normal|0|43|8|00:00:00
21|21|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:09:05|00:08:53|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v33|normal|0|21|8|00:00:00
17|17|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:09:05|00:08:53|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v29|normal|0|17|8|00:00:00
59|59|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:15|2021-01-01T00:09:06|00:08:51|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v71|normal|0|59|8|00:00:00
30|30|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:09:06|00:08:53|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v42|normal|0|30|8|00:00:00
54|54|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:09:11|00:08:57|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v66|normal|0|54|8|00:00:00
38|38|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:09:15|00:09:02|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v50|normal|0|38|8|00:00:00
33|33|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:09:22|00:09:09|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v45|normal|0|33|8|00:00:00
6|6|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:09:25|00:09:23|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v18|normal|0|6|8|00:00:00
5|5|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:09:26|00:09:24|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v17|normal|0|5|8|00:00:00
27|27|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:09:29|00:09:17|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v39|normal|0|27|8|00:00:00
9|9|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:02|2021-01-01T00:09:30|00:09:28|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v21|normal|0|9|8|00:00:00
51|51|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:09:37|00:09:23|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v63|normal|0|51|8|00:00:00
61|61|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:01:55|2021-01-01T00:09:47|00:07:52|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v64|normal|0|61|8|00:00:00
29|29|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:12|2021-01-01T00:09:48|00:09:36|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v41|normal|0|29|8|00:00:00
48|48|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:14|2021-01-01T00:10:01|00:09:47|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v60|normal|0|48|8|00:00:00
35|35|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:00:13|2021-01-01T00:10:11|00:09:58|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v47|normal|0|35|8|00:00:00
62|62|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:03:15|2021-01-01T00:11:09|00:07:54|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v19|normal|0|62|8|00:00:00
69|69|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:05:11|2021-01-01T00:12:06|00:06:55|0:0|COMPLETED|1|24|2|2800Mn|00:08:00|v31|normal|0|69|8|00:00:00
184|184|micro|urgent|account1|users|100|user1|1001|2021-01-01T00:00:33|2021-01-01T00:00:33|2021-01-01T00:00:44|2021-01-01T00:12:12|00:11:28|0:0|COMPLETED|13|312|26|2800Mn|00:13:00|v[1-13]|normal|0|184|8|00:00:00
