JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName|NVEs|ToTSusT
42|42|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v22|normal|0|42|8|00:00:00
38|38|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v21|normal|0|38|5|00:00:00
36|36|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|4|96|8|2800Mn|00:18:00|v[16,20,23-24]|normal|0|36|8|00:00:00
35|35|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v12|normal|0|35|8|00:00:00
33|33|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|4|96|8|2800Mn|00:18:00|v[15,17-19]|normal|0|33|8|00:00:00
32|32|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v3|normal|0|32|3|00:00:00
29|29|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v1|normal|0|29|6|00:00:00
27|27|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|5|120|10|2800Mn|00:18:00|v[9-11,13-14]|normal|0|27|8|00:00:00
21|21|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:37|2021-01-01T00:34:17|00:16:40|0:0|COMPLETED|5|120|10|2800Mn|00:18:00|v[4-8]|normal|0|21|8|00:00:00
44|44|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:42|2021-01-01T00:34:22|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v3|normal|0|44|3|00:00:00
41|41|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:17:42|2021-01-01T00:34:22|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v21|normal|0|41|3|00:00:00
30|30|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v2|normal|0|30|8|00:00:00
56|56|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v22|normal|0|56|8|00:00:00
54|54|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|2|48|4|2800Mn|00:18:00|v[12,21]|normal|0|54|8|00:00:00
53|53|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v3|normal|0|53|6|00:00:00
51|51|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|5|120|10|2800Mn|00:18:00|v[9-11,13-14]|normal|0|51|8|00:00:00
50|50|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|1|24|2|2800Mn|00:18:00|v1|normal|0|50|8|00:00:00
48|48|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|5|120|10|2800Mn|00:18:00|v[4-8]|normal|0|48|8|00:00:00
45|45|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|4|96|8|2800Mn|00:18:00|v[19-20,23-24]|normal|0|45|8|00:00:00
39|39|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:45|2021-01-01T00:00:45|2021-01-01T00:34:27|2021-01-01T00:51:07|00:16:40|0:0|COMPLETED|4|96|8|2800Mn|00:18:00|v[15-18]|normal|0|39|8|00:00:00
